figura,n_direct,total,pct_observed,area_km2,pct_area,expected_n,enrichment
Título minero,40,409,9.7799511002445,673.8729939890144,2.792896819018692,11.422947989786447,3.501723025944356
Solicitud minera,99,409,24.20537897310513,3825.206119627103,15.853738165639465,64.84178909746541,1.526793158825252
