figure,n_direct,total,pct_observed,area_km2,pct_area,expected_n,enrichment
LICENCIA_SEGUIMIENTO_EXTRACTIVO,143,409,34.96332518337408,3643.6217421150345,15.101153576465064,61.76371812774212,2.3152751216214327
