scenario,clase,n_observed,total,pct_observed,area_km2,pct_area,expected_n,enrichment
A,Coincidencia directa,189,432,43.75,5290.892857539744,21.92834252656275,94.73043971475109,1.9951348327856395
A,Hasta 1 km,25,432,5.787037037037037,850.4331820582875,3.5246584299195938,15.226524417252644,1.6418717308641604
A,Entre 1 y 5 km,72,432,16.666666666666668,2932.318355704284,12.153124818844018,52.50149921740616,1.3713894093167036
A,A más de 5 km,146,432,33.7962962962963,15054.457631244635,62.39387422467364,269.54153665059016,0.5416604869670293
B,Coincidencia directa,187,409,45.72127139364303,5290.892857539744,21.92834252656275,89.68692093364164,2.0850308835817786
B,Hasta 1 km,24,409,5.8679706601467,850.4331820582875,3.5246584299195938,14.415852978371138,1.6648338489583976
B,Entre 1 y 5 km,63,409,15.403422982885086,2932.318355704284,12.153124818844018,49.70628050907204,1.2674454687572467
B,A más de 5 km,135,409,33.007334963325185,15054.457631244635,62.39387422467364,255.1909455789152,0.5290156345231796
