figure,figura_publicacion,n_direct,total,pct_observed,area_km2,pct_area,expected_n,enrichment
ASIGNADA,Tierras asignadas (huella contractual),187,409,45.72127139364303,5290.892857539744,21.92834252656275,89.68692093364164,2.0850308835817786
EXPLORACION,Exploración,103,409,25.183374083129586,3436.488304544167,14.24267976305459,58.25256023089327,1.7681626282474652
PRODUCCION,Producción,93,409,22.73838630806846,1854.4045529955115,7.68566276350789,31.434360702747263,2.958545932568372
YACIMIENTO_COMPLEMENTARIO,Yacimiento complementario,5,409,1.2224938875305624,61.09189612261937,0.2531981009339358,1.0355802328197974,4.828211124101339
